;Indivíduo;Resultado;Gerações
384;[0.3614235294117647, 81.76470588235294, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 182.3529411764706, 1.0, 1.0, 0.16078431372549018, 0.0, 150.2941176470588, 15.483870967741936, 0.7868131868131868, 0.0, 0.0, 1.0, 0.24705882352941178, 10.16470588235294, 3.7254901960784315, 0.7610235294117647, 0.03294788235294118, 0.021968588235294118, 0.09647094117647059, 0.8935571847507331, 0.31837536656891496, 1.0, 1.0, 0.0, 0.6444444444444444, 0.24285714285714283, 0.0, 78901.0989010989, 0.0, 8.950146627565983, 15.495601173020528, 3.0, 2.2857142857142856, 1.0, 1.0, 3.4285714285714284, 3.0, 2.0, 0.0, 1.0, 2.0, 2.8571428571428568, 2.0, 0.0, 2.8571428571428568, 0.0, 1.0, 0.5714285714285714, 1.0, 1.0, 0.0, 1.0, 1.0, 1.1428571428571428, 2.0, 3.0, 1.7142857142857142, 2.8571428571428568, 2.0, 0.0, 1.7142857142857142, 1.0, 1.0, 3.4285714285714284, 3.0, 2.0];277376,2168671053;7
385;[0.1733764705882353, 177.64705882352942, 1.0, 1.0, 1.0, 1.0, 0.001, 1.0, 0.0, 63.76470588235294, 1.0, 0.0, 0.03529411764705882, 1.0, 99.8235294117647, 8.258064516129032, 0.9186813186813186, 0.0, 1.0, 0.0, 0.44313725490196076, 12.486274509803922, 3.803921568627451, 0.31441176470588234, 0.046672000000000005, 0.03726117647058824, 0.004323294117647059, 0.5478621700879766, 0.07326392961876832, 0.0, 0.0, 1.0, 0.9238095238095239, 0.26190476190476186, 0.0, 132783.8827838828, 1.0, 6.873900293255132, 6.53958944281525, 1.0, 2.8571428571428568, 2.0, 3.0, 4.0, 0.0, 1.0, 0.0, 1.0, 3.0, 3.4285714285714284, 1.0, 2.0, 2.8571428571428568, 2.0, 0.0, 1.1428571428571428, 0.0, 1.0, 2.8571428571428568, 2.0, 2.0, 1.1428571428571428, 0.0, 0.0, 1.1428571428571428, 1.7142857142857142, 0.0, 0.0, 3.4285714285714284, 0.0, 3.0, 0.5714285714285714, 1.0, 2.0];274298,66803879506;7
386;[0.22430588235294116, 191.76470588235296, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 98.3529411764706, 1.0, 0.0, 0.8588235294117647, 0.0, 114.35294117647058, 1.5483870967741935, 0.38046398046398044, 0.0, 0.0, 1.0, 0.5686274509803921, 8.031372549019608, 1.7647058823529411, 1.0, 0.03216364705882353, 0.026674, 0.06902270588235294, 0.16505865102639294, 0.10451319648093842, 1.0, 1.0, 1.0, 0.9555555555555555, 0.18095238095238095, 0.0, 75787.5457875458, 0.0, 11.395894428152493, 14.844574780058652, 2.0, 2.2857142857142856, 0.0, 1.0, 0.5714285714285714, 2.0, 3.0, 0.0, 0.0, 3.0, 1.1428571428571428, 2.0, 2.0, 2.8571428571428568, 0.0, 1.0, 0.5714285714285714, 0.0, 3.0, 1.7142857142857142, 2.0, 0.0, 2.8571428571428568, 2.0, 0.0, 3.4285714285714284, 1.1428571428571428, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 3.0];272302,3000815277;7
387;[0.6513294117647058, 64.11764705882354, 0.0, 0.0, 1.0, 1.0, 0.001, 1.0, 0.0, 60.23529411764706, 1.0, 0.0, 0.5019607843137255, 0.0, 21.823529411764703, 5.67741935483871, 0.8078144078144078, 0.0, 0.0, 0.0, 0.3686274509803922, 3.6392156862745098, 4.392156862745098, 0.9608235294117646, 0.020400117647058826, 0.08196258823529412, 0.06510152941176471, 0.2246275659824047, 0.43360703812316714, 1.0, 0.0, 1.0, 0.7015873015873015, 0.0047619047619047615, 1.0, 83076.92307692308, 1.0, 11.290322580645162, 15.565982404692084, 2.0, 1.7142857142857142, 0.0, 1.0, 2.2857142857142856, 0.0, 3.0, 1.1428571428571428, 0.0, 2.0, 0.5714285714285714, 2.0, 0.0, 0.5714285714285714, 3.0, 1.0, 2.8571428571428568, 0.0, 3.0, 4.0, 0.0, 1.0, 1.1428571428571428, 2.0, 0.0, 0.5714285714285714, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.5714285714285714, 2.0, 3.0];287720,85939858505;7
388;[0.18512941176470588, 64.11764705882354, 0.0, 2.0, 1.0, 1.0, 0.334, 1.0, 1.0, 60.23529411764706, 1.0, 0.0, 0.5372549019607843, 0.0, 164.8235294117647, 4.64516129032258, 0.40854700854700854, 1.0, 1.0, 0.0, 0.07450980392156863, 0.9411764705882353, 7.764705882352941, 0.275235294117647, 0.045495647058823536, 0.057259176470588244, 0.05529858823529413, 0.27345454545454545, 0.10451319648093842, 1.0, 0.0, 0.0, 0.726984126984127, 0.2571428571428571, 1.0, 162527.47252747254, 1.0, 15.390029325513197, 7.0850439882697955, 0.0, 4.0, 0.0, 0.0, 0.5714285714285714, 3.0, 3.0, 2.8571428571428568, 2.0, 3.0, 2.8571428571428568, 3.0, 2.0, 4.0, 3.0, 3.0, 2.8571428571428568, 1.0, 0.0, 1.7142857142857142, 3.0, 2.0, 0.0, 2.0, 0.0, 4.0, 1.7142857142857142, 1.0, 0.0, 0.5714285714285714, 1.0, 1.0, 1.7142857142857142, 0.0, 3.0];285916,4908210261;7
389;[0.06368235294117647, 94.70588235294119, 1.0, 2.0, 1.0, 1.0, 0.667, 0.0, 1.0, 104.0, 1.0, 1.0, 0.3137254901960784, 1.0, 160.23529411764704, 8.258064516129032, 0.7936507936507936, 0.0, 2.0, 0.0, 0.807843137254902, 8.784313725490197, 2.2745098039215685, 0.674835294117647, 0.040790235294117655, 0.04902470588235295, 0.006676, 0.22560410557184749, 0.10451319648093842, 1.0, 0.0, 0.0, 0.6126984126984126, 0.3, 1.0, 105128.20512820513, 1.0, 5.536656891495602, 4.498533724340176, 2.0, 0.5714285714285714, 0.0, 2.0, 3.4285714285714284, 2.0, 0.0, 2.2857142857142856, 1.0, 3.0, 2.8571428571428568, 0.0, 2.0, 2.8571428571428568, 0.0, 3.0, 2.8571428571428568, 1.0, 1.0, 1.7142857142857142, 2.0, 0.0, 1.1428571428571428, 2.0, 2.0, 1.7142857142857142, 4.0, 2.0, 2.0, 1.7142857142857142, 1.0, 1.0, 0.0, 0.0, 2.0];286126,4179464137;7
390;[0.09894117647058823, 117.05882352941177, 1.0, 2.0, 0.0, 0.0, 0.667, 0.0, 1.0, 113.88235294117648, 0.0, 0.0, 0.07058823529411765, 0.0, 66.94117647058823, 2.5806451612903225, 0.3772893772893773, 1.0, 0.0, 0.0, 0.09019607843137255, 8.784313725490197, 6.823529411764706, 0.9764941176470587, 0.05804341176470589, 0.035300588235294125, 0.073336, 0.7265689149560117, 0.2802903225806451, 1.0, 0.0, 0.0, 0.6190476190476191, 0.057142857142857134, 0.0, 89450.54945054944, 1.0, 16.533724340175954, 11.642228739002933, 2.0, 2.2857142857142856, 0.0, 1.0, 4.0, 1.0, 2.0, 1.7142857142857142, 1.0, 3.0, 0.0, 1.0, 3.0, 4.0, 2.0, 3.0, 3.4285714285714284, 1.0, 0.0, 0.5714285714285714, 3.0, 2.0, 1.1428571428571428, 1.0, 1.0, 1.1428571428571428, 1.1428571428571428, 0.0, 2.0, 1.7142857142857142, 1.0, 2.0, 2.8571428571428568, 1.0, 2.0];265068,33130594087;7
391;[0.741435294117647, 194.11764705882354, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 1.0, 96.94117647058825, 1.0, 0.0, 0.8470588235294118, 0.0, 114.35294117647058, 3.096774193548387, 0.8805860805860806, 0.0, 2.0, 0.0, 0.596078431372549, 8.031372549019608, 1.9607843137254901, 0.749270588235294, 0.03216364705882353, 0.026674, 0.09411823529411766, 0.16505865102639294, 0.10256011730205278, 1.0, 0.0, 0.0, 0.7523809523809524, 0.18095238095238095, 0.0, 71208.79120879121, 0.0, 11.519061583577713, 8.527859237536656, 2.0, 0.5714285714285714, 3.0, 0.0, 2.2857142857142856, 0.0, 1.0, 1.1428571428571428, 0.0, 2.0, 4.0, 2.0, 0.0, 1.1428571428571428, 3.0, 1.0, 3.4285714285714284, 0.0, 2.0, 4.0, 3.0, 1.0, 0.5714285714285714, 2.0, 0.0, 3.4285714285714284, 3.4285714285714284, 2.0, 0.0, 2.2857142857142856, 0.0, 3.0, 0.5714285714285714, 0.0, 3.0];265601,3711518289;7
392;[0.6121529411764706, 60.588235294117645, 0.0, 1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 159.05882352941177, 1.0, 0.0, 0.07058823529411765, 0.0, 68.47058823529412, 6.193548387096774, 0.17557997557997557, 1.0, 3.0, 0.0, 0.807843137254902, 2.32156862745098, 5.764705882352941, 0.7649411764705882, 0.013342, 0.010989294117647059, 0.08706011764705883, 0.8916041055718474, 0.6484457478005865, 1.0, 1.0, 1.0, 0.7206349206349206, 0.18095238095238095, 0.0, 76007.326007326, 1.0, 11.782991202346041, 7.929618768328447, 0.0, 0.5714285714285714, 1.0, 1.0, 2.2857142857142856, 0.0, 3.0, 1.7142857142857142, 2.0, 3.0, 4.0, 3.0, 1.0, 2.8571428571428568, 0.0, 0.0, 2.2857142857142856, 2.0, 2.0, 3.4285714285714284, 3.0, 2.0, 0.0, 0.0, 2.0, 4.0, 2.8571428571428568, 2.0, 1.0, 0.0, 1.0, 3.0, 0.5714285714285714, 3.0, 2.0];273546,7161631156;7
393;[0.28698823529411766, 124.70588235294117, 0.0, 0.0, 2.0, 0.0, 0.334, 1.0, 1.0, 129.41176470588238, 1.0, 1.0, 0.8549019607843137, 0.0, 116.6470588235294, 12.903225806451612, 0.6813186813186813, 0.0, 0.0, 0.0, 1.0, 9.788235294117648, 3.8823529411764706, 0.549470588235294, 0.08509952941176471, 0.04745623529411765, 0.029418823529411765, 0.735357771260997, 0.19923753665689148, 1.0, 0.0, 0.0, 0.9746031746031746, 0.26190476190476186, 1.0, 137728.93772893772, 0.0, 9.86510263929619, 6.750733137829912, 3.0, 2.8571428571428568, 2.0, 1.0, 4.0, 0.0, 1.0, 0.5714285714285714, 0.0, 3.0, 1.7142857142857142, 2.0, 2.0, 0.5714285714285714, 2.0, 0.0, 1.1428571428571428, 0.0, 1.0, 4.0, 1.0, 2.0, 1.1428571428571428, 0.0, 1.0, 1.1428571428571428, 1.7142857142857142, 1.0, 2.0, 0.0, 3.0, 1.0, 0.5714285714285714, 2.0, 2.0];286110,0817711866;7
394;[0.7100941176470588, 103.52941176470588, 1.0, 1.0, 1.0, 0.0, 0.334, 0.0, 1.0, 80.70588235294119, 0.0, 1.0, 0.5411764705882353, 0.0, 53.94117647058823, 2.5806451612903225, 0.5062271062271062, 1.0, 3.0, 0.0, 0.9647058823529412, 4.266666666666667, 2.549019607843137, 0.6317411764705883, 0.09411823529411766, 0.03216364705882353, 0.05255376470588236, 0.17775366568914955, 0.9335953079178885, 1.0, 0.0, 1.0, 0.6190476190476191, 0.052380952380952375, 1.0, 120586.08058608058, 1.0, 12.011730205278594, 8.739002932551319, 1.0, 2.2857142857142856, 1.0, 1.0, 4.0, 0.0, 2.0, 1.1428571428571428, 2.0, 0.0, 1.7142857142857142, 1.0, 2.0, 0.0, 1.0, 3.0, 1.7142857142857142, 2.0, 1.0, 0.5714285714285714, 3.0, 0.0, 0.5714285714285714, 2.0, 3.0, 4.0, 1.7142857142857142, 1.0, 0.0, 2.2857142857142856, 1.0, 0.0, 4.0, 1.0, 2.0];287426,41108072054;7
395;[0.9725764705882353, 184.7058823529412, 0.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 98.3529411764706, 1.0, 1.0, 0.21176470588235294, 1.0, 174.76470588235293, 9.806451612903226, 0.7543345543345543, 0.0, 1.0, 1.0, 0.33725490196078434, 12.8, 1.9607843137254901, 0.8824705882352941, 0.0415744705882353, 0.036476941176470594, 0.08823647058823529, 0.02736656891495601, 0.02736656891495601, 1.0, 1.0, 0.0, 0.746031746031746, 0.21428571428571427, 0.0, 144615.38461538462, 1.0, 11.167155425219942, 8.580645161290324, 1.0, 0.5714285714285714, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7142857142857142, 0.0, 3.0, 0.0, 2.0, 1.0, 1.7142857142857142, 1.0, 3.0, 2.2857142857142856, 1.0, 2.0, 2.2857142857142856, 3.0, 2.0, 2.8571428571428568, 2.0, 0.0, 3.4285714285714284, 2.2857142857142856, 1.0, 0.0, 2.8571428571428568, 2.0, 0.0, 0.5714285714285714, 1.0, 1.0];275049,1840905392;7
396;[0.20863529411764706, 115.88235294117648, 1.0, 1.0, 0.0, 1.0, 0.334, 1.0, 1.0, 169.64705882352942, 1.0, 1.0, 0.6078431372549019, 1.0, 65.41176470588235, 13.419354838709676, 0.9606837606837607, 0.0, 0.0, 1.0, 0.8666666666666667, 2.5098039215686274, 4.823529411764706, 0.275235294117647, 0.04863258823529412, 0.04902470588235295, 0.09294188235294118, 0.40235777126099703, 0.8789090909090909, 1.0, 1.0, 1.0, 0.6444444444444444, 0.15238095238095237, 1.0, 59304.0293040293, 0.0, 9.196480938416423, 5.1143695014662764, 0.0, 2.8571428571428568, 2.0, 3.0, 1.1428571428571428, 0.0, 2.0, 2.2857142857142856, 1.0, 0.0, 1.7142857142857142, 0.0, 0.0, 1.1428571428571428, 0.0, 0.0, 1.1428571428571428, 2.0, 1.0, 0.0, 2.0, 3.0, 0.5714285714285714, 3.0, 0.0, 0.0, 1.1428571428571428, 0.0, 3.0, 1.7142857142857142, 2.0, 1.0, 2.2857142857142856, 2.0, 3.0];1000000,0;7
397;[0.2830705882352941, 85.88235294117646, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 175.29411764705884, 0.0, 0.0, 0.5450980392156862, 0.0, 89.88235294117646, 3.6129032258064515, 0.7072039072039072, 0.0, 0.0, 0.0, 0.24313725490196078, 2.635294117647059, 4.392156862745098, 0.31832941176470586, 0.08039411764705882, 0.040790235294117655, 0.040790235294117655, 0.5859472140762463, 0.5332140762463343, 1.0, 0.0, 1.0, 0.873015873015873, 0.13333333333333333, 1.0, 143736.26373626373, 1.0, 7.489736070381232, 5.290322580645162, 2.0, 2.8571428571428568, 2.0, 2.0, 3.4285714285714284, 0.0, 0.0, 2.2857142857142856, 3.0, 3.0, 1.7142857142857142, 2.0, 0.0, 3.4285714285714284, 0.0, 0.0, 1.7142857142857142, 3.0, 3.0, 0.0, 2.0, 3.0, 0.5714285714285714, 3.0, 2.0, 2.2857142857142856, 1.1428571428571428, 0.0, 3.0, 2.8571428571428568, 2.0, 1.0, 1.1428571428571428, 2.0, 1.0];286737,64812806144;7
398;[0.741435294117647, 192.94117647058823, 1.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 75.05882352941177, 1.0, 0.0, 0.8549019607843137, 0.0, 114.35294117647058, 10.838709677419354, 0.37606837606837606, 0.0, 2.0, 1.0, 0.34509803921568627, 8.031372549019608, 2.0, 0.9686588235294117, 0.03216364705882353, 0.07686505882352941, 0.06980694117647059, 0.15138709677419354, 0.6045014662756598, 1.0, 1.0, 0.0, 0.7523809523809524, 0.16190476190476188, 0.0, 76043.95604395604, 0.0, 11.94134897360704, 8.49266862170088, 2.0, 0.5714285714285714, 3.0, 1.0, 2.2857142857142856, 0.0, 3.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.0, 3.4285714285714284, 1.0, 1.0, 3.4285714285714284, 1.0, 2.0, 1.7142857142857142, 3.0, 1.0, 2.8571428571428568, 2.0, 2.0, 3.4285714285714284, 4.0, 3.0, 0.0, 3.4285714285714284, 3.0, 0.0, 1.7142857142857142, 0.0, 0.0];268891,60686030204;8
399;[0.1733764705882353, 140.0, 1.0, 0.0, 1.0, 1.0, 0.001, 1.0, 0.0, 60.94117647058824, 1.0, 0.0, 0.09803921568627451, 1.0, 99.8235294117647, 8.258064516129032, 0.9186813186813186, 0.0, 3.0, 0.0, 0.44313725490196076, 12.486274509803922, 3.8823529411764706, 0.31441176470588234, 0.046672000000000005, 0.029418823529411765, 0.004323294117647059, 0.6816480938416422, 0.07326392961876832, 0.0, 0.0, 1.0, 0.9238095238095239, 0.26190476190476186, 0.0, 132783.8827838828, 1.0, 6.873900293255132, 6.53958944281525, 3.0, 2.8571428571428568, 2.0, 3.0, 4.0, 0.0, 1.0, 1.1428571428571428, 1.0, 3.0, 3.4285714285714284, 1.0, 2.0, 2.8571428571428568, 2.0, 0.0, 0.0, 0.0, 1.0, 2.8571428571428568, 2.0, 3.0, 1.1428571428571428, 0.0, 0.0, 1.1428571428571428, 1.7142857142857142, 0.0, 0.0, 3.4285714285714284, 1.0, 3.0, 0.5714285714285714, 1.0, 0.0];273840,84250907885;8
400;[0.45152941176470585, 102.35294117647058, 1.0, 1.0, 1.0, 0.0, 0.001, 0.0, 1.0, 35.529411764705884, 0.0, 0.0, 0.7607843137254902, 1.0, 197.70588235294116, 7.225806451612903, 0.7216117216117216, 1.0, 1.0, 1.0, 0.3607843137254902, 10.60392156862745, 9.568627450980392, 0.1381176470588235, 0.06784635294117647, 0.040790235294117655, 0.09098129411764706, 0.5859472140762463, 0.5332140762463343, 1.0, 0.0, 1.0, 0.873015873015873, 0.13333333333333333, 1.0, 143736.26373626373, 1.0, 7.489736070381232, 9.794721407624635, 2.0, 2.8571428571428568, 0.0, 2.0, 3.4285714285714284, 0.0, 0.0, 2.2857142857142856, 3.0, 3.0, 1.7142857142857142, 2.0, 0.0, 3.4285714285714284, 1.0, 0.0, 1.7142857142857142, 3.0, 3.0, 0.0, 2.0, 3.0, 0.5714285714285714, 3.0, 2.0, 2.2857142857142856, 1.1428571428571428, 0.0, 3.0, 0.5714285714285714, 2.0, 1.0, 3.4285714285714284, 2.0, 3.0];285754,7867228593;8
401;[0.2830705882352941, 85.88235294117646, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 169.64705882352942, 0.0, 0.0, 0.5450980392156862, 0.0, 89.88235294117646, 3.6129032258064515, 0.20708180708180707, 0.0, 0.0, 0.0, 0.24313725490196078, 6.525490196078431, 0.1568627450980392, 0.31832941176470586, 0.027066117647058824, 0.08941282352941177, 0.06039611764705883, 0.7695366568914955, 0.1347859237536657, 0.0, 0.0, 0.0, 0.8793650793650793, 0.13333333333333333, 0.0, 76483.51648351649, 1.0, 11.695014662756599, 8.070381231671554, 3.0, 1.7142857142857142, 3.0, 1.0, 1.7142857142857142, 0.0, 3.0, 0.0, 0.0, 3.0, 0.5714285714285714, 2.0, 2.0, 0.5714285714285714, 3.0, 3.0, 0.5714285714285714, 3.0, 2.0, 3.4285714285714284, 3.0, 3.0, 2.8571428571428568, 2.0, 0.0, 3.4285714285714284, 2.2857142857142856, 1.0, 2.0, 3.4285714285714284, 0.0, 0.0, 1.7142857142857142, 2.0, 0.0];295693,7263933008;8
402;[0.6709176470588235, 65.29411764705883, 0.0, 2.0, 0.0, 1.0, 0.667, 0.0, 1.0, 146.3529411764706, 0.0, 0.0, 0.5764705882352941, 0.0, 67.70588235294117, 2.5806451612903225, 0.12673992673992673, 1.0, 0.0, 0.0, 0.4627450980392157, 8.909803921568628, 3.0980392156862746, 0.31832941176470586, 0.010989294117647059, 0.06823847058823529, 0.056867058823529416, 0.5175894428152492, 0.6650469208211144, 1.0, 0.0, 1.0, 0.726984126984127, 0.08095238095238094, 1.0, 144322.34432234432, 0.0, 4.375366568914956, 4.217008797653959, 3.0, 2.2857142857142856, 2.0, 0.0, 1.7142857142857142, 3.0, 2.0, 0.0, 3.0, 0.0, 1.7142857142857142, 3.0, 3.0, 0.5714285714285714, 0.0, 3.0, 2.2857142857142856, 3.0, 3.0, 4.0, 0.0, 1.0, 1.7142857142857142, 2.0, 0.0, 4.0, 2.2857142857142856, 3.0, 0.0, 0.0, 2.0, 1.0, 2.8571428571428568, 2.0, 2.0];287064,5948120824;8
403;[0.8667999999999999, 132.94117647058823, 0.0, 3.0, 3.0, 1.0, 0.334, 1.0, 1.0, 124.47058823529413, 1.0, 0.0, 0.6980392156862745, 1.0, 115.11764705882352, 2.064516129032258, 0.7894993894993895, 1.0, 1.0, 0.0, 0.7372549019607844, 11.92156862745098, 1.0588235294117647, 0.7296823529411764, 0.036476941176470594, 0.08078623529411764, 0.016871058823529413, 0.4101700879765396, 0.31251612903225806, 1.0, 1.0, 0.0, 0.6190476190476191, 0.0619047619047619, 1.0, 69523.80952380953, 0.0, 9.741935483870968, 16.252199413489738, 2.0, 3.4285714285714284, 3.0, 3.0, 2.8571428571428568, 1.0, 2.0, 0.5714285714285714, 3.0, 2.0, 2.2857142857142856, 3.0, 3.0, 1.1428571428571428, 1.0, 2.0, 4.0, 3.0, 2.0, 2.2857142857142856, 1.0, 3.0, 0.5714285714285714, 1.0, 3.0, 4.0, 2.8571428571428568, 3.0, 1.0, 2.2857142857142856, 3.0, 2.0, 3.4285714285714284, 2.0, 2.0];287201,2394568735;8
404;[0.2047176470588235, 116.47058823529412, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 98.3529411764706, 1.0, 0.0, 0.8588235294117647, 0.0, 138.8235294117647, 1.5483870967741935, 0.3963369963369963, 0.0, 0.0, 1.0, 0.5686274509803921, 8.031372549019608, 1.7254901960784315, 1.0, 0.03216364705882353, 0.026674, 0.06274882352941176, 0.22755718475073314, 0.10451319648093842, 1.0, 1.0, 1.0, 0.9555555555555555, 0.18095238095238095, 0.0, 76117.21611721611, 0.0, 13.648093841642229, 14.86217008797654, 2.0, 2.2857142857142856, 0.0, 1.0, 0.5714285714285714, 2.0, 3.0, 0.0, 0.0, 3.0, 1.1428571428571428, 2.0, 2.0, 2.8571428571428568, 2.0, 1.0, 1.7142857142857142, 0.0, 3.0, 1.7142857142857142, 2.0, 0.0, 4.0, 2.0, 0.0, 3.4285714285714284, 0.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 3.0];272157,97884641786;8
405;[0.2399764705882353, 191.1764705882353, 1.0, 1.0, 0.0, 1.0, 0.334, 1.0, 1.0, 158.3529411764706, 0.0, 1.0, 0.9764705882352941, 1.0, 163.2941176470588, 13.935483870967742, 0.675946275946276, 0.0, 0.0, 0.0, 0.24313725490196078, 2.8862745098039215, 4.392156862745098, 0.31832941176470586, 0.08039411764705882, 0.040790235294117655, 0.06745423529411765, 0.08595894428152492, 0.6738357771260997, 1.0, 0.0, 1.0, 0.873015873015873, 0.09523809523809523, 1.0, 68717.94871794872, 1.0, 2.7214076246334313, 9.794721407624635, 2.0, 2.8571428571428568, 2.0, 2.0, 3.4285714285714284, 0.0, 0.0, 3.4285714285714284, 1.0, 2.0, 1.7142857142857142, 2.0, 0.0, 3.4285714285714284, 0.0, 0.0, 1.7142857142857142, 2.0, 3.0, 0.0, 2.0, 3.0, 0.5714285714285714, 3.0, 0.0, 2.2857142857142856, 0.0, 0.0, 3.0, 4.0, 2.0, 1.0, 4.0, 2.0, 1.0];286549,43774116336;8
406;[0.3614235294117647, 81.76470588235294, 0.0, 3.0, 1.0, 0.0, 0.667, 0.0, 1.0, 177.41176470588238, 1.0, 0.0, 0.1568627450980392, 0.0, 147.23529411764704, 15.483870967741936, 0.7733821733821734, 0.0, 0.0, 1.0, 0.1843137254901961, 10.16470588235294, 8.745098039215685, 0.7610235294117647, 0.03294788235294118, 0.01569470588235294, 0.0949024705882353, 0.37794428152492665, 0.32032844574780056, 1.0, 1.0, 0.0, 0.6444444444444444, 0.23809523809523808, 0.0, 78901.0989010989, 1.0, 18.240469208211145, 13.806451612903228, 1.0, 2.8571428571428568, 3.0, 0.0, 4.0, 2.0, 2.0, 0.0, 1.0, 2.0, 3.4285714285714284, 2.0, 0.0, 2.8571428571428568, 0.0, 1.0, 2.8571428571428568, 3.0, 2.0, 0.0, 2.0, 1.0, 3.4285714285714284, 0.0, 2.0, 0.5714285714285714, 0.0, 3.0, 1.0, 0.5714285714285714, 3.0, 3.0, 2.2857142857142856, 2.0, 3.0];270685,83679494343;8
407;[0.2047176470588235, 115.88235294117648, 0.0, 1.0, 0.0, 1.0, 0.334, 1.0, 1.0, 169.64705882352942, 0.0, 1.0, 0.9764705882352941, 1.0, 163.2941176470588, 1.5483870967741935, 0.676923076923077, 0.0, 0.0, 0.0, 0.24313725490196078, 2.8862745098039215, 4.392156862745098, 0.31832941176470586, 0.08039411764705882, 0.041182352941176475, 0.06745423529411765, 0.08595894428152492, 0.6582111436950147, 1.0, 0.0, 0.0, 0.9746031746031746, 0.019047619047619046, 1.0, 68717.94871794872, 1.0, 3.8299120234604107, 9.513196480938417, 2.0, 2.8571428571428568, 2.0, 2.0, 3.4285714285714284, 0.0, 0.0, 3.4285714285714284, 1.0, 2.0, 1.7142857142857142, 2.0, 0.0, 3.4285714285714284, 0.0, 0.0, 1.7142857142857142, 2.0, 3.0, 0.0, 2.0, 3.0, 0.5714285714285714, 3.0, 0.0, 2.2857142857142856, 0.0, 0.0, 3.0, 4.0, 2.0, 1.0, 4.0, 3.0, 1.0];287248,8041920455;8
408;[0.7100941176470588, 103.52941176470588, 1.0, 1.0, 1.0, 0.0, 0.334, 0.0, 0.0, 92.0, 0.0, 1.0, 0.5411764705882353, 0.0, 66.94117647058823, 2.064516129032258, 0.8788766788766789, 1.0, 0.0, 1.0, 0.08627450980392157, 8.847058823529412, 6.509803921568627, 0.9764941176470587, 0.05804341176470589, 0.03255576470588236, 0.06667000000000001, 0.6445395894428152, 0.40138123167155426, 1.0, 1.0, 0.0, 0.6190476190476191, 0.06666666666666667, 0.0, 52014.65201465201, 0.0, 16.533724340175954, 13.824046920821116, 2.0, 2.2857142857142856, 1.0, 0.0, 1.7142857142857142, 1.0, 2.0, 1.7142857142857142, 1.0, 3.0, 0.0, 3.0, 3.0, 4.0, 0.0, 3.0, 3.4285714285714284, 1.0, 0.0, 0.5714285714285714, 3.0, 2.0, 1.7142857142857142, 0.0, 0.0, 1.7142857142857142, 0.0, 0.0, 2.0, 1.7142857142857142, 0.0, 2.0, 2.8571428571428568, 1.0, 3.0];271802,5536615383;8
409;[0.0676, 79.41176470588235, 0.0, 2.0, 0.0, 0.0, 0.667, 0.0, 1.0, 124.47058823529413, 0.0, 0.0, 0.07450980392156863, 1.0, 53.94117647058823, 2.5806451612903225, 0.5062271062271062, 0.0, 3.0, 0.0, 0.7137254901960784, 4.266666666666667, 2.5098039215686274, 0.6317411764705883, 0.04588776470588236, 0.031379411764705885, 0.05255376470588236, 0.23634604105571846, 0.9335953079178885, 1.0, 0.0, 1.0, 0.6126984126984126, 0.052380952380952375, 1.0, 120586.08058608058, 1.0, 11.994134897360706, 8.739002932551319, 1.0, 2.2857142857142856, 1.0, 1.0, 4.0, 0.0, 2.0, 1.7142857142857142, 3.0, 0.0, 1.7142857142857142, 1.0, 2.0, 0.0, 1.0, 3.0, 1.7142857142857142, 2.0, 1.0, 0.5714285714285714, 3.0, 0.0, 0.5714285714285714, 2.0, 3.0, 2.8571428571428568, 1.7142857142857142, 1.0, 0.0, 2.2857142857142856, 3.0, 0.0, 4.0, 1.0, 2.0];287427,36571766814;8
